 1.65877990722656E+01, 1.84105556642855E+00, 7.61369347299965E+01
 1.00000E-01, 0.00000E+00
 2.00000E-01, 8.77171E-01
 3.00000E-01, 1.70796E+00
 4.00000E-01, 2.49481E+00
 5.00000E-01, 3.24006E+00
 6.00000E-01, 3.94589E+00
 7.00000E-01, 4.61440E+00
 8.00000E-01, 5.24756E+00
 9.00000E-01, 5.84724E+00
 1.00000E+00, 6.41521E+00
 1.10000E+00, 6.95314E+00
 1.20000E+00, 7.46262E+00
 1.30000E+00, 7.94517E+00
 1.40000E+00, 8.40219E+00
 1.50000E+00, 8.83505E+00
 1.60000E+00, 9.24502E+00
 1.70000E+00, 9.63331E+00
 1.80000E+00, 1.00011E+01
 1.90000E+00, 1.03494E+01
 2.00000E+00, 1.06793E+01
 2.10000E+00, 1.09917E+01
 2.20000E+00, 1.12876E+01
 2.30000E+00, 1.15679E+01
 2.40000E+00, 1.18334E+01
 2.50000E+00, 1.20848E+01
 2.60000E+00, 1.23229E+01
 2.70000E+00, 1.25484E+01
 2.80000E+00, 1.27620E+01
 2.90000E+00, 1.29643E+01
 3.00000E+00, 1.31560E+01
