 1.63500003814697E+01, 5.51379187692152E+00, 1.28160585971557E-01
 0.00000E+00, 0.00000E+00
 1.00000E+00, 2.71875E+00
 2.00000E+00, 4.98542E+00
 3.00000E+00, 6.87517E+00
 4.00000E+00, 8.45069E+00
 5.00000E+00, 9.76422E+00
 6.00000E+00, 1.08593E+01
 7.00000E+00, 1.17723E+01
 8.00000E+00, 1.25335E+01
 9.00000E+00, 1.31682E+01
 1.00000E+01, 1.36972E+01
 1.10000E+01, 1.41384E+01
 1.20000E+01, 1.45061E+01
 1.30000E+01, 1.48127E+01
 1.40000E+01, 1.50684E+01
 1.50000E+01, 1.52815E+01
 1.60000E+01, 1.54592E+01
 1.70000E+01, 1.56073E+01
 1.80000E+01, 1.57308E+01
 1.90000E+01, 1.58338E+01
 2.00000E+01, 1.59196E+01
 2.10000E+01, 1.59912E+01
 2.20000E+01, 1.60508E+01
 2.30000E+01, 1.61006E+01
 2.40000E+01, 1.61421E+01
 2.50000E+01, 1.61766E+01
 2.60000E+01, 1.62055E+01
 2.70000E+01, 1.62295E+01
 2.80000E+01, 1.62495E+01
 2.90000E+01, 1.62662E+01
 3.00000E+01, 1.62802E+01
